date,q_predicted,Store,prediction_datetime
2022-01-11 22:00:00,40.47917852386595,9.0,2022-07-15 00:52:22.438772
2022-01-11 22:30:00,58.718557114839385,1.0,2022-07-15 00:52:22.438772
2022-01-11 22:30:00,87.37401485343541,5.0,2022-07-15 00:52:22.438772
2022-01-11 22:30:00,40.566939723283944,9.0,2022-07-15 00:52:22.438772
2022-01-11 23:00:00,61.632257462771044,1.0,2022-07-15 00:52:22.438772
2022-01-11 23:00:00,99.48134514989148,5.0,2022-07-15 00:52:22.438772
2022-01-11 23:00:00,41.39980930549561,9.0,2022-07-15 00:52:22.438772
2022-01-11 23:30:00,65.7855050819266,1.0,2022-07-15 00:52:22.438772
2022-01-11 23:30:00,91.23086345543783,5.0,2022-07-15 00:52:22.438772
2022-01-11 23:30:00,40.5224717991663,9.0,2022-07-15 00:52:22.438772
2022-01-12 00:00:00,75.41176503977833,1.0,2022-07-15 00:52:22.438772
2022-01-12 00:00:00,94.45264598183623,5.0,2022-07-15 00:52:22.438772
2022-01-12 00:00:00,42.95494973096208,9.0,2022-07-15 00:52:22.438772
2022-01-12 00:30:00,80.5543400257765,1.0,2022-07-15 00:52:22.438772
2022-01-12 00:30:00,94.40600441248662,5.0,2022-07-15 00:52:22.438772
2022-01-12 00:30:00,41.703748608579,9.0,2022-07-15 00:52:22.438772
2022-01-12 01:00:00,78.11742639550835,1.0,2022-07-15 00:52:22.438772
2022-01-12 01:00:00,86.82542210431798,5.0,2022-07-15 00:52:22.438772
2022-01-12 01:00:00,41.7590424380661,9.0,2022-07-15 00:52:22.438772
2022-01-12 01:30:00,82.94131249376932,1.0,2022-07-15 00:52:22.438772
2022-01-12 01:30:00,90.44099366176712,5.0,2022-07-15 00:52:22.438772
2022-01-12 01:30:00,44.640363587392095,9.0,2022-07-15 00:52:22.438772
2022-01-12 02:00:00,84.19324040664662,1.0,2022-07-15 00:52:22.438772
2022-01-12 02:00:00,84.40910635927128,5.0,2022-07-15 00:52:22.438772
2022-01-12 02:00:00,41.801222279286335,9.0,2022-07-15 00:52:22.438772
2022-01-12 02:30:00,82.57600246403538,1.0,2022-07-15 00:52:22.438772
2022-01-12 02:30:00,93.93379011388942,5.0,2022-07-15 00:52:22.438772
2022-01-12 02:30:00,37.42192113014903,9.0,2022-07-15 00:52:22.438772
2022-01-12 03:00:00,82.56713473820358,1.0,2022-07-15 00:52:22.438772
2022-01-12 03:00:00,97.68822060560078,5.0,2022-07-15 00:52:22.438772
2022-01-12 03:00:00,32.90627418806111,9.0,2022-07-15 00:52:22.438772
2022-01-12 03:30:00,71.67980363996888,1.0,2022-07-15 00:52:22.438772
2022-01-12 03:30:00,88.20275905582092,5.0,2022-07-15 00:52:22.438772
2022-01-12 03:30:00,27.128492674644853,9.0,2022-07-15 00:52:22.438772
2022-01-12 04:00:00,70.90777413963127,1.0,2022-07-15 00:52:22.438772
2022-01-12 04:00:00,71.45945925098621,5.0,2022-07-15 00:52:22.438772
2022-01-12 04:00:00,21.717372472950114,9.0,2022-07-15 00:52:22.438772
2022-01-12 04:30:00,47.78753488694276,1.0,2022-07-15 00:52:22.438772
2022-01-12 04:30:00,54.953273903702765,5.0,2022-07-15 00:52:22.438772
2022-01-12 04:30:00,16.795242325146717,9.0,2022-07-15 00:52:22.438772
2022-01-12 05:00:00,33.04831830003711,1.0,2022-07-15 00:52:22.438772
2022-01-12 05:00:00,33.51193716821187,5.0,2022-07-15 00:52:22.438772
2022-01-12 05:00:00,9.11433802705901,9.0,2022-07-15 00:52:22.438772
2022-01-12 05:30:00,22.14839331756617,1.0,2022-07-15 00:52:22.438772
2022-01-12 05:30:00,26.122417483587554,5.0,2022-07-15 00:52:22.438772
2022-01-12 05:30:00,8.039514758981138,9.0,2022-07-15 00:52:22.438772
2022-01-12 06:00:00,13.880541179559206,1.0,2022-07-15 00:52:22.438772
2022-01-12 06:00:00,17.030007299258244,5.0,2022-07-15 00:52:22.438772
2022-01-12 06:00:00,6.781180970936788,9.0,2022-07-15 00:52:22.438772
2022-01-12 06:30:00,12.044269458462235,1.0,2022-07-15 00:52:22.438772
2022-01-12 06:30:00,14.034992817561587,5.0,2022-07-15 00:52:22.438772
2022-01-12 06:30:00,3.5760944184799044,9.0,2022-07-15 00:52:22.438772
2022-01-12 07:00:00,7.647548557071286,1.0,2022-07-15 00:52:22.438772
2022-01-12 07:00:00,8.955018892399536,5.0,2022-07-15 00:52:22.438772
2022-01-12 07:00:00,3.8088996032425833,9.0,2022-07-15 00:52:22.438772
2022-01-12 07:30:00,6.498754604605438,1.0,2022-07-15 00:52:22.438772
2022-01-12 07:30:00,7.830013045264813,5.0,2022-07-15 00:52:22.438772
2022-01-12 07:30:00,4.226750834448456,9.0,2022-07-15 00:52:22.438772
2022-01-12 08:00:00,6.278065040415036,1.0,2022-07-15 00:52:22.438772
2022-01-12 08:00:00,7.849173407875412,5.0,2022-07-15 00:52:22.438772
